actor,timeStamp,object,result,verb,extension
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:13:28.000Z,"[{""objectId"":""kototomo/learningLog/1"",""objectType"":""activity""}]",[{}],"[{""display"":""agreed"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/agreed""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:13:34.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]","[{""duration"":43}]","[{""display"":""suspended"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/suspended""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:02.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]",[{}],"[{""display"":""resumed"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/resumed""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:25.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""opened"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/opened""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:26.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""closed"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/closed""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:27.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]","[{""continue"":false}]","[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:28.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]","[{""continue"":false}]","[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:28.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:29.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:33.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:15:38.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:16:04.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]","[{""duration"":62}]","[{""display"":""suspended"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/suspended""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
"[{""objectType"":""agent"",""openId"":493}]",2019-04-18T05:17:32.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]",[{}],"[{""display"":""resumed"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/resumed""}]","[{""appVersion"":""2.2.1"",""classId"":15,""deviceId"":""8a61234a-91cb-4f7d-97a3-b9e08393ebc7"",""os"":""Android"",""osVersion"":""7.1.1""}]"
