actor,timeStamp,object,result,verb,extension
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:18.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/Setting""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:22.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:22.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:23.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1""}]",[{}],"[{""display"":""opened"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/opened""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:25.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:25.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:26.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:28.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation/1""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:31.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:31.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation/1""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:22:41.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation/1/movie""}]","[{""position"":0}]","[{""display"":""played"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/played""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
"[{""objectType"":""agent"",""openId"":108}]",2018-04-17T10:23:33.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation/1/movie""}]","[{""duration"":53}]","[{""display"":""completed"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/completed""}]","[{""classId"":3,""deviceId"":""7457EAF3-B7D1-457C-9E0D-FAE5066B1766""}]"
