actor,timeStamp,object,result,verb,extension
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:00.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/Setting""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:02.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:02.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:03.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/Setting""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:03.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/Setting""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:05.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:05.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:15.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/Setting""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:15.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/Setting""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:21.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:21.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
"[{""objectType"":""agent"",""openId"":149}]",2018-04-25T04:15:34.000Z,"[{""objectType"":""activity"",""objectId"":""kototomo/BasicUnit/1/basic_pronunciation""}]",[{}],"[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""FAE0B0D0-659C-4614-B771-512DE90E46D5""}]"
