actor,timeStamp,object,result,verb,extension
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:28.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:37.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]","[{""continue"":false}]","[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:37.000Z,"[{""objectId"":""kototomoBasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:41.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:43.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]","[{""continue"":false}]","[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:43.000Z,"[{""objectId"":""kototomoBasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:48.000Z,"[{""objectId"":""kototomo/BasicUnit"",""objectType"":""activity""}]",[{}],"[{""display"":""started"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/started""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:49.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""opened"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/opened""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:52.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]",[{}],"[{""display"":""closed"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/closed""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
"[{""objectType"":""agent"",""openId"":145}]",2018-05-16T04:42:54.000Z,"[{""objectId"":""kototomo/BasicUnit/1"",""objectType"":""activity""}]","[{""continue"":false}]","[{""display"":""moved"",""verbId"":""https://dragon.ei.tohoku.ac.jp/verb/moved""}]","[{""classId"":5,""deviceId"":""94dcc537-c6a3-45dd-be98-e2feb831c803""}]"
